vendor_id,vendor_name,on_time_delivery,quality_rating,defect_rate,response_time,cost_efficiency,compliance_score,customer_satisfaction,delivery_delay_days
421,Vendor_421,72,4.96,3.44,1,8.86,88,1.39,0
422,Vendor_422,64,4.71,2.82,25,5.71,79,1.26,6
423,Vendor_423,77,4.0,3.91,36,7.3,80,3.37,9
424,Vendor_424,83,4.76,7.98,17,4.7,81,4.3,7
425,Vendor_425,51,4.97,3.72,41,6.05,94,4.43,8
426,Vendor_426,81,4.36,4.52,24,9.48,96,2.85,2
427,Vendor_427,72,2.66,3.97,2,1.74,75,4.14,3
428,Vendor_428,71,3.5,0.93,40,3.29,76,4.79,3
429,Vendor_429,74,4.59,4.41,15,8.02,75,2.1,8
430,Vendor_430,71,3.08,1.96,32,1.89,61,2.59,6
431,Vendor_431,71,4.58,1.87,39,1.68,63,4.73,2
432,Vendor_432,98,2.8,0.94,6,4.25,80,2.35,9
433,Vendor_433,91,2.62,3.57,1,1.83,98,4.66,4
434,Vendor_434,55,3.46,7.57,47,6.27,93,4.92,6
435,Vendor_435,64,2.59,2.76,23,3.04,89,3.65,7
436,Vendor_436,92,4.89,3.12,39,9.06,65,4.27,0
437,Vendor_437,86,4.57,6.43,17,8.05,76,4.0,1
438,Vendor_438,82,4.5,1.96,34,7.3,98,3.8,6
439,Vendor_439,57,4.07,8.97,41,6.55,84,2.23,1
440,Vendor_440,93,3.04,5.2,29,8.77,64,1.23,6
441,Vendor_441,93,3.8,4.48,9,3.01,64,2.37,8
442,Vendor_442,54,3.99,5.58,13,8.86,79,3.67,1
443,Vendor_443,88,3.81,1.66,6,8.11,75,1.41,6
444,Vendor_444,53,3.15,6.13,6,7.73,96,1.05,3
445,Vendor_445,55,3.79,3.63,20,6.05,99,1.56,1
446,Vendor_446,94,3.73,8.97,3,3.22,68,3.86,6
447,Vendor_447,81,4.99,1.69,17,4.81,64,4.89,4
448,Vendor_448,79,4.74,5.07,12,8.14,61,4.93,0
449,Vendor_449,96,3.66,5.98,47,1.29,68,2.98,4
450,Vendor_450,84,4.06,0.33,45,8.04,95,4.48,2
451,Vendor_451,89,4.37,3.64,1,3.16,81,3.95,6
452,Vendor_452,65,2.59,7.33,17,2.3,81,3.0,5
453,Vendor_453,62,4.74,8.2,3,2.04,81,3.29,7
454,Vendor_454,99,4.65,3.13,26,1.25,93,1.55,4
455,Vendor_455,91,3.64,7.99,15,5.71,88,4.75,1
456,Vendor_456,79,3.48,9.68,36,2.96,97,2.41,8
457,Vendor_457,68,3.18,8.57,32,9.9,92,2.78,7
458,Vendor_458,66,3.69,1.18,32,6.17,77,3.69,5
459,Vendor_459,68,2.61,7.4,4,2.24,66,2.34,9
460,Vendor_460,77,4.63,3.2,18,7.2,60,2.02,6
461,Vendor_461,75,2.59,9.88,19,9.08,92,3.52,8
462,Vendor_462,86,3.32,4.85,43,7.71,60,1.1,6
463,Vendor_463,75,4.83,1.22,35,1.69,83,3.88,2
464,Vendor_464,72,4.34,7.25,40,9.06,63,3.06,5
465,Vendor_465,58,3.2,3.23,14,8.15,63,3.42,6
466,Vendor_466,61,3.13,9.97,33,2.42,77,3.53,1
467,Vendor_467,50,2.51,9.8,14,1.47,86,3.11,2
468,Vendor_468,50,4.24,6.56,34,6.02,91,3.33,3
469,Vendor_469,96,2.62,1.3,4,2.4,92,3.74,9
470,Vendor_470,83,3.83,6.87,24,8.51,87,4.01,5
471,Vendor_471,81,4.91,0.93,29,4.23,95,3.91,0
472,Vendor_472,97,2.77,0.29,19,9.22,65,4.48,8
473,Vendor_473,74,4.74,8.23,6,6.09,75,1.76,4
474,Vendor_474,89,4.98,2.1,33,2.64,93,2.6,6
475,Vendor_475,94,2.65,3.79,40,2.26,82,4.79,8
476,Vendor_476,50,4.71,9.73,19,6.19,83,2.59,8
477,Vendor_477,65,3.79,3.37,1,7.86,72,1.5,0
478,Vendor_478,88,4.77,2.96,5,8.03,77,3.1,0
479,Vendor_479,54,3.93,9.18,27,3.48,72,1.44,2
480,Vendor_480,71,4.16,1.11,16,2.84,96,1.81,5
481,Vendor_481,78,3.86,7.6,6,1.15,98,4.99,1
482,Vendor_482,52,4.66,9.88,40,7.11,76,3.17,9
483,Vendor_483,61,4.33,9.01,13,1.69,74,2.14,0
484,Vendor_484,75,3.8,6.52,35,4.79,77,4.98,0
485,Vendor_485,65,4.67,3.14,19,6.42,82,4.87,4
486,Vendor_486,86,3.11,2.54,12,9.43,89,2.76,3
487,Vendor_487,71,2.89,8.19,16,3.81,93,2.04,0
488,Vendor_488,78,2.9,8.8,43,3.25,63,4.35,3
489,Vendor_489,63,3.34,5.25,10,6.89,62,3.86,2
490,Vendor_490,77,3.1,2.44,25,6.57,66,3.75,1
491,Vendor_491,54,4.83,1.13,20,3.99,77,4.57,8
492,Vendor_492,96,2.76,0.87,31,9.35,66,3.76,0
493,Vendor_493,98,4.25,7.19,4,8.6,99,2.14,6
494,Vendor_494,79,2.97,4.2,44,3.02,65,3.78,3
495,Vendor_495,95,4.7,9.05,23,3.15,81,2.22,4
496,Vendor_496,54,4.9,7.4,2,5.61,60,4.04,9
497,Vendor_497,61,3.66,1.91,22,7.96,63,3.48,4
498,Vendor_498,65,4.7,6.14,37,1.4,88,1.31,0
499,Vendor_499,75,2.51,4.36,8,7.24,80,3.05,5
500,Vendor_500,75,4.55,5.77,7,6.83,85,2.37,8
501,Vendor_501,97,3.07,7.38,14,3.08,73,2.31,1
502,Vendor_502,70,4.77,8.06,3,7.13,68,3.41,6
503,Vendor_503,88,2.5,8.44,16,9.46,71,2.29,5
504,Vendor_504,85,3.89,2.54,19,1.42,65,4.11,4
505,Vendor_505,82,4.39,0.31,18,3.88,79,1.28,3
506,Vendor_506,79,3.15,7.39,16,4.94,83,3.64,3
507,Vendor_507,86,2.98,1.06,8,9.09,86,4.24,5
508,Vendor_508,72,2.71,3.15,33,9.66,97,3.69,3
509,Vendor_509,59,3.32,0.04,12,5.0,67,2.99,4
510,Vendor_510,54,3.9,6.82,11,7.75,60,4.8,5
511,Vendor_511,85,2.79,1.67,5,5.78,83,2.2,4
512,Vendor_512,83,3.44,6.55,27,5.84,66,1.08,6
513,Vendor_513,80,2.52,9.92,12,3.5,78,2.73,8
514,Vendor_514,59,4.55,0.73,17,2.95,81,1.13,9
515,Vendor_515,68,2.82,0.77,6,3.59,94,4.82,6
516,Vendor_516,81,3.21,3.4,33,6.01,89,1.84,6
517,Vendor_517,50,2.55,8.66,5,1.26,88,4.16,3
518,Vendor_518,54,3.58,2.16,28,9.17,81,4.1,0
519,Vendor_519,94,4.6,3.6,14,2.41,70,1.87,7
520,Vendor_520,53,3.48,0.69,5,2.98,79,3.48,3
521,Vendor_521,65,2.95,7.63,33,5.66,88,1.19,0
522,Vendor_522,73,4.38,4.08,41,7.39,93,2.93,4
523,Vendor_523,65,4.47,7.59,19,1.86,60,1.06,7
524,Vendor_524,51,2.93,9.04,22,3.86,90,4.68,3
525,Vendor_525,98,4.43,2.33,5,9.72,89,4.9,7
526,Vendor_526,77,4.87,8.07,2,3.36,77,1.89,7
527,Vendor_527,81,2.92,0.59,30,3.82,76,1.83,2
528,Vendor_528,76,4.43,8.99,47,8.53,97,4.01,8
529,Vendor_529,69,4.27,6.51,39,1.45,73,2.01,2
530,Vendor_530,73,3.68,8.74,4,5.18,82,4.58,0
531,Vendor_531,61,2.64,0.0,33,4.42,84,3.3,1
532,Vendor_532,99,2.69,1.69,13,3.85,74,2.4,5
533,Vendor_533,84,4.63,3.9,20,3.57,81,4.33,9
534,Vendor_534,82,4.98,3.8,7,1.82,62,2.97,1
535,Vendor_535,82,4.19,2.27,15,3.83,78,4.65,5
536,Vendor_536,92,3.61,3.82,23,1.39,93,4.71,0
537,Vendor_537,86,4.12,1.29,14,8.03,94,1.66,0
538,Vendor_538,61,3.99,4.13,23,4.58,60,1.01,4
539,Vendor_539,52,3.46,8.02,19,5.0,80,4.94,9
540,Vendor_540,50,2.66,4.79,29,9.04,88,4.62,8
541,Vendor_541,82,4.55,0.18,20,6.92,65,1.22,7
542,Vendor_542,89,3.43,4.21,29,1.07,96,4.33,2
543,Vendor_543,59,4.55,0.27,24,9.49,60,2.83,2
544,Vendor_544,92,3.13,9.66,18,3.13,60,2.04,0
545,Vendor_545,93,2.5,1.27,10,1.97,86,4.51,2
546,Vendor_546,78,2.9,7.08,41,7.91,80,1.79,0
547,Vendor_547,62,3.67,9.73,8,5.5,75,4.79,7
548,Vendor_548,61,4.86,8.26,26,4.9,99,1.82,0
549,Vendor_549,80,2.76,6.99,29,3.25,85,3.45,4
550,Vendor_550,95,4.64,8.39,10,5.93,75,1.89,8
551,Vendor_551,51,3.82,9.82,17,3.47,87,3.18,6
552,Vendor_552,99,4.56,6.21,2,9.11,60,3.74,3
553,Vendor_553,84,3.25,5.59,6,2.94,95,1.76,8
554,Vendor_554,72,4.6,6.28,5,8.96,69,3.08,8
555,Vendor_555,66,4.43,5.33,28,6.03,76,2.88,1
556,Vendor_556,75,3.08,6.35,41,8.46,82,1.28,9
557,Vendor_557,57,2.83,4.5,5,7.42,66,4.27,9
558,Vendor_558,78,4.67,2.18,18,7.27,66,2.34,5
559,Vendor_559,75,4.91,1.2,26,3.92,74,3.3,3
560,Vendor_560,59,2.58,0.68,20,3.11,93,3.06,7
561,Vendor_561,75,4.33,2.63,41,2.9,63,3.05,6
562,Vendor_562,83,4.77,0.46,27,8.71,73,1.43,6
563,Vendor_563,90,4.64,5.67,12,8.38,73,2.69,9
564,Vendor_564,56,4.91,2.84,7,4.97,75,2.81,8
565,Vendor_565,53,4.4,8.25,3,2.19,66,3.93,4
566,Vendor_566,99,3.61,0.74,10,4.44,91,4.36,5
567,Vendor_567,94,3.28,2.26,34,6.57,78,3.18,0
568,Vendor_568,60,3.3,7.3,25,5.09,61,1.35,5
569,Vendor_569,78,4.31,5.99,35,8.02,69,1.95,1
570,Vendor_570,85,4.36,0.64,16,9.98,76,1.66,5
571,Vendor_571,74,3.0,8.77,2,2.72,96,1.5,8
572,Vendor_572,70,4.67,8.77,24,5.14,71,2.46,7
573,Vendor_573,85,4.29,3.3,10,4.88,65,1.92,8
574,Vendor_574,59,3.91,3.4,38,3.74,81,1.87,9
575,Vendor_575,86,3.68,9.89,22,2.78,91,1.22,7
576,Vendor_576,58,3.86,6.26,26,1.59,79,1.07,2
577,Vendor_577,73,2.9,5.31,43,8.98,60,1.41,7
578,Vendor_578,84,3.01,8.38,39,4.78,65,1.69,5
579,Vendor_579,98,2.73,2.85,27,5.47,78,2.72,5
580,Vendor_580,84,2.88,4.29,29,9.25,77,3.04,5
581,Vendor_581,97,3.63,2.68,47,7.99,65,1.56,2
582,Vendor_582,85,3.83,7.89,38,2.17,92,2.7,9
583,Vendor_583,67,2.54,5.73,20,6.09,82,2.37,0
584,Vendor_584,98,4.49,6.59,27,4.98,82,1.73,3
585,Vendor_585,88,3.24,2.52,41,8.17,85,1.03,9
586,Vendor_586,81,4.78,2.2,20,7.52,72,2.87,5
587,Vendor_587,73,4.92,4.88,44,7.21,66,3.74,9
588,Vendor_588,72,2.96,7.38,19,4.06,74,1.91,1
589,Vendor_589,81,3.66,5.25,20,8.24,86,1.53,6
590,Vendor_590,86,2.5,0.33,35,1.47,85,4.55,6
591,Vendor_591,61,4.0,8.69,47,2.44,92,2.1,3
592,Vendor_592,98,4.02,0.65,2,4.02,74,1.89,3
593,Vendor_593,62,3.12,9.56,30,1.69,95,4.43,0
594,Vendor_594,72,3.9,0.25,34,3.11,86,4.27,1
595,Vendor_595,74,3.06,6.94,22,8.47,64,2.79,8
596,Vendor_596,84,2.9,0.82,3,9.53,61,2.96,9
597,Vendor_597,90,4.13,9.11,6,3.74,92,1.87,7
598,Vendor_598,79,3.31,4.64,15,3.38,75,1.31,7
599,Vendor_599,66,3.98,1.38,27,3.52,82,3.29,8
600,Vendor_600,98,3.58,3.41,10,3.5,97,1.39,6
601,Vendor_601,69,4.96,1.65,9,1.32,75,2.8,8
602,Vendor_602,97,2.87,1.71,33,9.34,73,4.76,9
603,Vendor_603,74,3.66,9.48,32,2.92,88,4.81,1
604,Vendor_604,71,4.2,4.45,6,4.78,85,1.96,5
605,Vendor_605,62,3.49,7.89,41,1.09,94,3.5,2
606,Vendor_606,68,4.94,6.4,36,8.72,74,2.9,5
607,Vendor_607,98,4.3,6.76,2,7.58,62,4.5,2
608,Vendor_608,85,4.14,1.32,29,9.52,82,2.09,7
609,Vendor_609,61,4.39,2.34,4,8.03,88,1.01,3
610,Vendor_610,90,4.88,7.87,1,3.82,93,1.65,9
611,Vendor_611,68,4.77,9.71,19,3.23,92,2.4,5
612,Vendor_612,61,4.31,2.63,26,7.28,82,2.26,8
613,Vendor_613,58,4.37,2.72,25,4.28,66,4.17,1
614,Vendor_614,56,2.86,4.73,10,6.1,62,3.72,1
615,Vendor_615,77,2.76,9.84,15,1.06,91,2.2,6
616,Vendor_616,63,3.93,2.69,22,1.56,90,2.83,1
617,Vendor_617,80,2.55,4.07,21,5.82,77,1.38,1
618,Vendor_618,68,3.71,8.91,22,6.09,66,4.59,3
619,Vendor_619,96,3.03,0.03,36,7.76,60,4.74,8
620,Vendor_620,65,3.37,0.4,34,2.19,73,4.92,7
621,Vendor_621,54,4.44,6.04,30,5.62,91,4.47,1
622,Vendor_622,84,4.85,9.07,25,2.75,65,1.7,7
623,Vendor_623,61,2.68,2.39,45,1.84,98,1.18,3
624,Vendor_624,74,3.84,4.7,28,4.69,69,3.32,1
625,Vendor_625,70,4.71,4.5,1,2.47,66,4.65,9
626,Vendor_626,85,2.71,4.73,45,3.0,85,1.71,6
627,Vendor_627,72,4.56,6.23,4,3.86,93,1.03,5
628,Vendor_628,65,3.39,4.7,7,3.33,89,4.22,9
629,Vendor_629,88,3.31,4.47,9,1.79,95,1.31,4
630,Vendor_630,94,4.94,4.74,36,1.81,80,2.65,0
631,Vendor_631,91,3.0,5.91,19,2.74,76,3.72,1
632,Vendor_632,88,4.23,5.37,1,1.46,92,1.95,7
633,Vendor_633,63,4.55,8.54,10,6.64,69,1.34,0
634,Vendor_634,80,2.6,0.49,36,3.59,71,4.08,2
635,Vendor_635,54,4.18,8.33,9,3.52,75,3.52,1
636,Vendor_636,84,4.88,8.44,45,3.99,91,4.95,4
637,Vendor_637,72,2.81,2.85,46,6.97,74,2.38,3
638,Vendor_638,78,4.74,4.63,42,8.84,86,1.25,6
639,Vendor_639,92,3.99,4.39,32,7.83,87,3.94,4
640,Vendor_640,60,4.04,2.19,32,7.55,76,3.09,7
641,Vendor_641,67,4.03,3.97,6,5.36,61,1.85,3
642,Vendor_642,96,3.25,0.44,38,7.24,95,4.13,5
643,Vendor_643,61,4.84,2.78,17,5.97,66,1.82,3
644,Vendor_644,58,4.87,8.17,10,2.95,72,2.04,1
645,Vendor_645,59,4.06,2.85,27,2.88,74,1.37,0
646,Vendor_646,93,4.46,8.18,35,3.67,84,2.6,0
647,Vendor_647,66,4.03,5.32,21,9.2,82,2.68,7
648,Vendor_648,87,3.71,8.8,25,5.93,81,3.06,3
649,Vendor_649,56,4.15,5.75,28,7.61,85,3.84,4
650,Vendor_650,95,3.88,0.3,47,4.12,92,4.62,7
651,Vendor_651,62,3.99,6.75,15,4.67,70,1.55,6
652,Vendor_652,89,4.46,0.45,4,2.13,69,1.22,7
653,Vendor_653,91,3.7,4.51,29,2.54,84,1.07,7
654,Vendor_654,58,2.6,9.29,9,8.45,96,1.57,5
655,Vendor_655,99,2.91,1.65,27,6.26,97,3.63,9
656,Vendor_656,76,3.6,3.9,26,4.04,83,3.91,1
657,Vendor_657,51,4.31,7.3,19,8.23,99,4.15,5
658,Vendor_658,54,3.98,8.82,28,3.22,92,1.97,0
659,Vendor_659,78,4.13,6.71,17,9.78,76,2.22,0
660,Vendor_660,86,3.7,2.58,43,4.1,83,2.93,2
661,Vendor_661,87,4.04,6.75,41,4.04,96,1.25,2
662,Vendor_662,68,3.32,2.97,42,3.81,61,3.44,4
663,Vendor_663,57,3.68,7.18,20,2.1,91,4.93,0
664,Vendor_664,97,4.36,9.54,45,2.0,83,2.44,9
665,Vendor_665,94,4.68,7.21,40,6.83,68,4.01,5
666,Vendor_666,50,3.58,8.63,39,8.88,63,3.0,6
667,Vendor_667,71,2.61,0.02,23,8.11,76,1.51,9
668,Vendor_668,66,2.9,7.18,47,2.27,76,3.33,2
669,Vendor_669,56,2.55,8.3,32,5.91,89,2.2,3
670,Vendor_670,74,4.13,0.41,47,1.95,99,1.14,9
671,Vendor_671,94,3.33,8.72,33,1.41,70,3.54,9
672,Vendor_672,53,3.86,2.57,46,6.91,80,4.44,9
673,Vendor_673,85,3.73,6.65,5,5.82,80,2.38,9
674,Vendor_674,55,2.7,8.0,43,1.74,77,2.56,9
675,Vendor_675,80,3.51,6.63,34,1.31,88,4.56,2
676,Vendor_676,68,3.05,0.92,40,9.91,83,4.25,0
677,Vendor_677,93,3.55,5.96,11,1.27,69,3.86,7
678,Vendor_678,88,3.01,5.5,3,5.0,76,2.0,9
679,Vendor_679,76,4.6,9.0,33,5.54,77,4.64,9
680,Vendor_680,59,2.94,4.04,11,2.06,79,1.62,1
681,Vendor_681,75,4.9,3.21,16,2.52,96,3.51,0
682,Vendor_682,68,3.54,7.5,18,4.17,77,1.12,7
683,Vendor_683,88,4.62,4.13,30,7.86,76,3.57,6
684,Vendor_684,52,4.07,6.46,10,5.56,68,2.11,6
685,Vendor_685,94,4.34,6.46,18,6.74,73,2.8,3
686,Vendor_686,62,4.42,8.88,38,9.87,88,2.38,8
687,Vendor_687,99,3.76,5.99,19,7.91,90,1.69,5
688,Vendor_688,77,3.86,5.02,36,4.91,63,3.49,1
689,Vendor_689,69,3.78,1.39,13,5.02,77,4.53,0
690,Vendor_690,77,3.97,1.16,46,6.57,79,4.84,0
691,Vendor_691,57,2.57,1.54,3,6.99,68,1.77,8
692,Vendor_692,90,3.49,1.72,10,5.51,72,3.87,3
693,Vendor_693,88,4.02,6.38,38,6.8,74,3.66,4
694,Vendor_694,50,3.99,7.41,1,1.21,86,2.37,2
695,Vendor_695,52,4.48,5.3,27,4.87,74,1.08,3
696,Vendor_696,62,4.14,8.29,46,3.51,87,3.76,7
697,Vendor_697,77,4.98,9.91,8,2.16,96,4.78,3
698,Vendor_698,98,3.21,8.2,46,1.9,78,3.53,8
699,Vendor_699,74,3.4,6.95,42,6.43,85,2.74,8
700,Vendor_700,82,3.46,5.32,17,5.71,85,3.1,5
701,Vendor_701,87,3.66,4.49,9,3.28,84,1.8,1
702,Vendor_702,55,4.59,0.84,6,5.24,85,4.0,9
703,Vendor_703,93,3.09,3.99,43,5.43,85,3.99,6
704,Vendor_704,94,4.44,9.1,25,2.76,87,1.58,8
705,Vendor_705,81,3.51,8.08,39,6.87,77,4.51,5
706,Vendor_706,94,4.0,2.16,28,8.03,91,2.08,2
707,Vendor_707,96,4.08,4.67,33,8.12,62,4.93,6
708,Vendor_708,70,3.43,8.17,37,6.42,61,2.53,4
709,Vendor_709,65,3.78,0.67,9,5.6,92,1.71,0
710,Vendor_710,70,3.53,3.87,18,1.55,78,2.41,2
711,Vendor_711,60,2.67,8.52,21,3.59,76,2.76,4
712,Vendor_712,86,3.59,4.04,2,1.84,92,1.28,6
713,Vendor_713,85,2.74,0.78,43,9.67,71,3.31,2
714,Vendor_714,84,3.51,5.43,38,2.22,62,3.39,5
715,Vendor_715,68,3.98,8.62,40,2.37,85,3.96,4
716,Vendor_716,69,3.95,5.9,36,9.01,94,1.12,0
717,Vendor_717,67,4.16,2.26,43,9.5,67,3.16,9
718,Vendor_718,96,2.74,3.84,37,7.89,95,1.21,5
719,Vendor_719,90,4.13,4.5,15,1.05,66,3.8,7
720,Vendor_720,98,3.28,5.79,28,1.01,95,1.22,0
721,Vendor_721,63,3.5,7.59,18,4.4,75,4.65,1
722,Vendor_722,64,4.64,0.99,34,2.29,83,3.81,3
723,Vendor_723,80,2.52,8.9,22,1.17,60,3.03,1
724,Vendor_724,50,3.97,0.12,11,5.18,84,2.77,8
725,Vendor_725,52,4.0,3.7,13,9.49,69,1.52,9
726,Vendor_726,65,3.49,0.27,4,3.91,75,2.16,7
727,Vendor_727,72,3.09,3.93,22,6.95,75,4.48,7
728,Vendor_728,60,3.09,5.26,7,6.87,67,4.62,3
729,Vendor_729,61,4.71,5.12,43,3.26,88,1.0,4
730,Vendor_730,59,3.61,1.66,24,6.85,98,3.38,3
731,Vendor_731,81,3.33,6.46,4,2.91,87,3.88,8
732,Vendor_732,65,3.62,0.45,28,2.1,65,3.47,1
733,Vendor_733,57,4.17,7.62,15,7.31,75,1.33,7
734,Vendor_734,87,2.86,9.47,1,2.02,79,1.87,1
735,Vendor_735,61,3.62,3.4,3,9.97,75,2.0,0
736,Vendor_736,73,3.97,5.17,14,2.65,66,4.33,9
737,Vendor_737,77,4.87,3.79,38,6.35,73,2.85,2
738,Vendor_738,57,3.13,0.07,1,4.7,85,2.95,8
739,Vendor_739,77,3.4,3.86,38,2.14,85,4.74,2
740,Vendor_740,85,3.45,7.92,38,1.25,73,3.55,8
741,Vendor_741,75,4.01,5.96,21,6.6,66,4.59,6
742,Vendor_742,57,3.39,1.01,29,8.26,92,2.83,9
743,Vendor_743,99,3.83,8.47,5,8.58,85,1.6,0
744,Vendor_744,77,4.45,5.31,10,5.34,79,4.72,9
745,Vendor_745,77,4.26,8.42,28,8.0,62,2.83,4
746,Vendor_746,86,3.62,5.8,21,7.06,63,1.73,8
747,Vendor_747,90,4.66,5.6,7,7.52,85,2.21,2
748,Vendor_748,85,3.9,1.05,3,5.43,70,1.2,8
749,Vendor_749,76,3.85,1.67,45,6.7,61,2.87,4
750,Vendor_750,66,2.59,9.72,47,8.25,73,4.41,8
751,Vendor_751,58,4.97,2.28,20,4.58,89,4.73,9
752,Vendor_752,82,2.81,9.77,19,8.25,71,4.73,5
753,Vendor_753,69,3.08,5.32,35,6.33,85,1.5,8
754,Vendor_754,62,2.63,1.36,4,2.49,92,2.53,6
755,Vendor_755,77,4.1,0.99,5,1.22,72,1.11,6
756,Vendor_756,97,3.06,2.09,1,4.26,73,4.42,7
757,Vendor_757,78,2.95,9.26,4,5.92,83,2.44,6
758,Vendor_758,62,2.72,4.14,12,8.56,93,3.52,8
759,Vendor_759,95,2.76,3.95,27,2.15,85,3.86,8
760,Vendor_760,84,3.96,3.13,42,8.2,80,2.72,5
761,Vendor_761,55,4.22,1.47,23,8.77,87,2.23,6
762,Vendor_762,67,3.49,4.88,25,2.36,95,4.85,1
763,Vendor_763,54,3.7,1.3,21,8.66,99,4.86,8
764,Vendor_764,96,4.21,8.35,24,9.92,61,2.16,0
765,Vendor_765,74,2.54,3.7,25,7.54,68,2.92,0
766,Vendor_766,51,3.31,3.75,45,8.06,82,4.89,2
767,Vendor_767,59,4.93,4.74,46,9.95,74,1.02,5
768,Vendor_768,79,3.95,4.44,32,6.45,72,2.65,4
769,Vendor_769,99,3.14,9.95,32,3.77,82,1.4,1
770,Vendor_770,94,3.8,5.45,5,8.54,76,3.04,8
771,Vendor_771,54,3.36,0.88,36,6.53,61,1.1,9
772,Vendor_772,82,3.83,6.07,46,6.23,79,2.63,3
773,Vendor_773,50,2.81,1.52,42,3.28,79,1.88,3
774,Vendor_774,67,2.83,0.31,42,7.81,62,3.13,4
775,Vendor_775,81,2.86,9.71,39,1.74,71,4.98,7
776,Vendor_776,96,4.85,7.74,16,9.32,99,4.2,9
777,Vendor_777,98,4.33,9.8,33,3.93,61,4.38,3
778,Vendor_778,60,2.91,4.78,21,2.15,95,3.54,4
779,Vendor_779,70,2.97,5.32,9,4.98,73,1.17,3
780,Vendor_780,75,4.33,1.68,6,1.38,75,1.83,5
781,Vendor_781,74,2.89,2.47,45,7.16,78,4.7,2
782,Vendor_782,71,3.09,8.39,35,9.12,93,2.46,7
783,Vendor_783,76,4.91,3.56,39,8.54,65,1.41,5
784,Vendor_784,98,3.14,8.27,22,2.15,72,3.81,9
785,Vendor_785,62,4.15,7.09,41,2.14,95,2.2,4
786,Vendor_786,82,4.95,1.77,5,8.32,81,2.08,1
787,Vendor_787,83,3.44,5.07,42,9.32,77,4.99,9
788,Vendor_788,90,2.54,6.77,23,5.15,71,4.43,9
789,Vendor_789,84,3.11,2.35,17,5.49,89,2.63,6
790,Vendor_790,50,4.58,8.31,12,3.86,99,4.92,1
791,Vendor_791,70,4.66,5.45,23,9.05,66,3.6,0
792,Vendor_792,97,4.42,1.65,16,6.8,91,3.97,6
793,Vendor_793,55,2.78,5.83,3,3.59,78,1.13,4
794,Vendor_794,77,4.49,10.0,30,3.69,65,1.49,0
795,Vendor_795,66,4.8,1.51,22,9.02,79,3.53,3
796,Vendor_796,54,4.0,8.17,9,1.12,86,4.6,3
797,Vendor_797,80,4.85,2.07,29,3.9,96,3.49,9
798,Vendor_798,54,4.57,7.82,47,5.99,66,1.54,6
799,Vendor_799,87,4.17,7.35,37,2.33,64,1.46,8
800,Vendor_800,52,3.94,3.0,23,1.83,70,4.38,1
801,Vendor_801,72,3.37,3.26,13,8.34,74,1.56,0
802,Vendor_802,86,2.9,7.93,32,9.05,62,3.08,1
803,Vendor_803,86,4.01,4.61,46,8.41,64,1.15,6
804,Vendor_804,59,3.3,7.31,47,9.09,82,1.32,9
805,Vendor_805,59,4.67,1.48,23,5.98,96,3.69,5
806,Vendor_806,68,4.98,8.53,45,8.31,68,3.76,3
807,Vendor_807,66,4.38,7.11,17,4.46,74,2.37,0
808,Vendor_808,70,2.73,9.07,40,7.0,62,1.86,0
809,Vendor_809,63,3.22,1.32,21,9.9,88,4.25,4
810,Vendor_810,58,2.77,5.93,2,3.03,65,1.87,0
811,Vendor_811,95,4.13,5.99,37,4.51,76,3.17,6
812,Vendor_812,50,4.41,3.53,6,5.32,85,4.87,0
813,Vendor_813,94,4.81,4.58,44,2.24,80,1.59,0
814,Vendor_814,62,3.6,0.38,18,1.73,67,4.76,1
815,Vendor_815,53,4.75,7.46,30,8.47,80,1.73,9
816,Vendor_816,50,4.69,5.49,22,9.79,70,3.27,2
817,Vendor_817,98,3.29,0.58,33,4.64,97,2.51,0
818,Vendor_818,89,4.67,6.81,30,1.79,67,4.86,8
819,Vendor_819,81,3.44,4.67,17,1.59,83,2.09,9
820,Vendor_820,83,3.24,0.34,43,9.02,94,2.6,7
821,Vendor_821,77,4.12,9.7,32,5.17,73,4.93,4
822,Vendor_822,80,3.32,9.49,42,3.88,73,3.15,1
823,Vendor_823,57,4.08,5.13,14,5.29,69,3.01,4
824,Vendor_824,88,4.02,0.94,10,3.86,71,2.03,5
825,Vendor_825,75,3.91,7.55,47,5.4,97,3.81,0
826,Vendor_826,83,3.45,4.92,36,8.74,93,1.06,3
827,Vendor_827,52,3.87,3.02,34,6.33,69,1.2,8
828,Vendor_828,99,3.99,4.91,9,7.25,76,3.4,1
829,Vendor_829,61,3.86,5.22,42,4.28,76,2.37,4
830,Vendor_830,50,3.61,5.63,28,7.65,62,4.81,0
831,Vendor_831,93,2.54,4.41,11,7.0,90,4.61,3
832,Vendor_832,54,3.97,6.06,14,2.08,60,3.85,3
833,Vendor_833,79,2.92,9.19,39,6.15,71,4.27,5
834,Vendor_834,79,4.11,3.62,47,3.31,98,3.67,9
835,Vendor_835,66,4.4,7.26,19,8.24,63,1.5,8
836,Vendor_836,97,3.75,8.94,15,4.83,72,4.06,2
837,Vendor_837,96,3.86,4.56,28,9.95,93,1.84,8
838,Vendor_838,72,4.88,4.43,24,1.83,80,2.29,5
839,Vendor_839,64,4.62,6.02,8,8.02,81,4.28,6
840,Vendor_840,86,4.79,5.91,43,7.06,63,3.15,9
841,Vendor_841,70,4.53,8.07,9,7.91,77,4.44,1
842,Vendor_842,63,2.77,4.76,47,3.77,64,1.85,9
